Year,Month,Day,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
2009,1,1,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876
2009,1,2,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876
2009,1,3,1.6542471066591,1.6542471066591,1.6542471066591,1.6542471066591,1.6542471066591,1.6542471066591,1.6542471066591,1.6542471066591,1.6542471066591,1.6542471066591,1.6542471066591,1.6542471066591,1.6542471066591,1.6542471066591,1.6542471066591,1.6542471066591,1.6542471066591,1.6542471066591,1.6542471066591,1.6542471066591,1.6542471066591,1.6542471066591,1.6542471066591,1.6542471066591
2009,1,4,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876
2009,1,5,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876
2009,1,6,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876
2009,1,7,1.37063537223994,1.37063537223994,1.37063537223994,1.37063537223994,1.37063537223994,1.37063537223994,1.37063537223994,1.37063537223994,1.37063537223994,1.37063537223994,1.37063537223994,1.37063537223994,1.37063537223994,1.37063537223994,1.37063537223994,1.37063537223994,1.37063537223994,1.37063537223994,1.37063537223994,1.37063537223994,1.37063537223994,1.37063537223994,1.37063537223994,1.37063537223994
2009,1,8,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876
2009,1,9,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876
2009,1,10,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876,1.2876
2009,1,11,1.54174553353953,1.54174553353953,1.54174553353953,1.54174553353953,1.54174553353953,1.54174553353953,1.54174553353953,1.54174553353953,1.54174553353953,1.54174553353953,1.54174553353953,1.54174553353953,1.54174553353953,1.54174553353953,1.54174553353953,1.54174553353953,1.54174553353953,1.54174553353953,1.54174553353953,1.54174553353953,1.54174553353953,1.54174553353953,1.54174553353953,1.54174553353953
2009,1,12,1.37461458832319,1.37461458832319,1.37461458832319,1.37461458832319,1.37461458832319,1.37461458832319,1.37461458832319,1.37461458832319,1.37461458832319,1.37461458832319,1.37461458832319,1.37461458832319,1.37461458832319,1.37461458832319,1.37461458832319,1.37461458832319,1.37461458832319,1.37461458832319,1.37461458832319,1.37461458832319,1.37461458832319,1.37461458832319,1.37461458832319,1.37461458832319
